0,1,2,3,4
21211.png,neg,1,Man,white
21212.png,pos,0,Man,asian
21214.png,neutral,0,Man,asian
21215.png,pos,1,Woman,white
21217.png,pos,0,Woman,white
21218.png,pos,0,Woman,white
21219.png,neutral,0,Woman,asian
21221.png,pos,0,Woman,white
21222.png,pos,0,Woman,white
21225.png,neg,1,Woman,white
21226.png,neg,0,Man,white
21228.png,pos,0,Man,asian
21230.png,pos,0,Woman,latino hispanic
21231.png,neg,1,Man,black
21232.png,pos,0,Woman,white
21233.png,neg,0,Man,asian
21237.png,pos,0,Man,asian
21238.png,neutral,0,Woman,white
21239.png,pos,0,Man,asian
21240.png,pos,0,Woman,white
21242.png,pos,0,Woman,asian
21244.png,pos,0,Man,asian
21245.png,neutral,0,Woman,black
21246.png,pos,1,Woman,white
21247.png,neutral,0,Man,asian
21248.png,pos,0,Woman,white
21250.png,pos,0,Man,latino hispanic
21251.png,neg,0,Man,white
21252.png,neutral,0,Man,latino hispanic
21254.png,pos,0,Man,asian
21255.png,neutral,0,Woman,white
21256.png,pos,1,Man,asian
21258.png,neutral,0,Woman,asian
21259.png,pos,1,Woman,white
21260.png,pos,0,Woman,latino hispanic
21261.png,pos,0,Woman,asian
21262.png,pos,0,Man,asian
21264.png,pos,0,Woman,white
21265.png,pos,0,Woman,white
21266.png,pos,0,Woman,latino hispanic
21268.png,neg,1,Man,latino hispanic
21270.png,pos,0,Woman,white
21273.png,pos,0,Woman,latino hispanic
21274.png,neutral,0,Man,asian
21275.png,neg,1,Man,black
21276.png,neg,0,Man,white
21278.png,pos,0,Woman,white
21279.png,pos,0,Woman,white
21280.png,neutral,0,Woman,asian
21281.png,pos,1,Woman,white
21283.png,neutral,0,Woman,asian
21284.png,pos,1,Man,latino hispanic
21286.png,pos,0,Woman,white
21287.png,pos,1,Man,asian
21288.png,neutral,0,Man,asian
21289.png,pos,0,Woman,white
21291.png,pos,0,Man,latino hispanic
21292.png,pos,0,Woman,white
21293.png,neutral,0,Man,asian
21294.png,neg,1,Man,white
21295.png,neg,0,Man,asian
21296.png,pos,0,Woman,white
21297.png,neutral,0,Woman,asian
21298.png,pos,1,Man,asian
21300.png,pos,0,Woman,white
21302.png,pos,0,Woman,white
21303.png,pos,0,Man,asian
21306.png,pos,1,Woman,black
21308.png,pos,1,Man,black
21309.png,pos,0,Woman,white
21312.png,pos,0,Woman,white
21313.png,neutral,0,Woman,latino hispanic
21314.png,pos,0,Woman,asian
21315.png,neg,0,Man,latino hispanic
21316.png,pos,0,Woman,asian
21317.png,pos,0,Woman,latino hispanic
21318.png,pos,0,Woman,white
21321.png,neg,0,Woman,white
21323.png,pos,0,Woman,white
21324.png,neg,0,Man,white
21325.png,pos,0,Woman,asian
21326.png,pos,0,Man,latino hispanic
21327.png,pos,0,Woman,white
21329.png,pos,1,Man,asian
21330.png,pos,0,Man,latino hispanic
21332.png,pos,0,Woman,white
21333.png,pos,0,Woman,white
21335.png,pos,0,Woman,latino hispanic
21336.png,neutral,1,Man,latino hispanic
21337.png,pos,0,Woman,latino hispanic
21338.png,pos,0,Woman,asian
21340.png,neutral,1,Woman,asian
21341.png,pos,0,Man,asian
21342.png,neutral,0,Man,asian
21343.png,pos,0,Woman,white
21344.png,pos,1,Man,asian
21345.png,pos,0,Woman,white
21347.png,neutral,0,Man,asian
21348.png,pos,0,Woman,white
21350.png,pos,0,Woman,white
21351.png,pos,0,Woman,white
21352.png,pos,0,Man,latino hispanic
21353.png,pos,1,Woman,white
21355.png,pos,0,Man,latino hispanic
21356.png,pos,0,Woman,white
21357.png,neutral,1,Woman,white
21359.png,pos,0,Woman,white
21361.png,pos,0,Woman,white
21363.png,pos,0,Woman,latino hispanic
21365.png,pos,1,Woman,white
21367.png,pos,0,Woman,asian
21370.png,neutral,0,Man,latino hispanic
21372.png,neg,1,Woman,white
21374.png,neutral,0,Man,black
21379.png,neg,0,Man,white
21380.png,neutral,0,Woman,asian
21381.png,neutral,1,Woman,asian
21382.png,pos,0,Man,latino hispanic
21383.png,pos,0,Man,latino hispanic
21384.png,pos,0,Man,asian
21385.png,pos,1,Woman,asian
21386.png,pos,1,Man,black
21387.png,neutral,1,Man,latino hispanic
21388.png,pos,0,Man,latino hispanic
21390.png,pos,0,Woman,white
21391.png,neg,1,Woman,latino hispanic
21392.png,pos,0,Woman,latino hispanic
21394.png,neg,1,Man,white
21396.png,pos,0,Woman,black
21397.png,pos,0,Woman,white
21399.png,pos,0,Woman,white
21400.png,neutral,1,Woman,asian
21402.png,neutral,0,Woman,white
21403.png,pos,1,Man,asian
21405.png,neutral,0,Man,latino hispanic
21406.png,neg,0,Man,asian
21407.png,pos,1,Woman,white
21408.png,pos,0,Woman,white
21411.png,neutral,0,Woman,latino hispanic
21412.png,neutral,0,Man,latino hispanic
21413.png,neutral,1,Man,asian
21414.png,pos,0,Man,asian
21415.png,pos,0,Woman,asian
21417.png,neg,1,Man,white
21418.png,neg,0,Man,asian
21419.png,neutral,1,Woman,asian
21420.png,pos,0,Woman,latino hispanic
21423.png,neutral,0,Woman,white
21425.png,pos,1,Man,black
21426.png,pos,0,Woman,asian
21430.png,pos,1,Woman,white
21432.png,pos,0,Woman,black
21433.png,pos,0,Man,asian
21435.png,pos,0,Woman,white
21436.png,pos,0,Woman,white
21437.png,pos,0,Woman,white
21438.png,pos,1,Woman,white
21441.png,neutral,1,Man,black
21443.png,neutral,0,Woman,white
21445.png,pos,0,Man,asian
21446.png,pos,1,Woman,latino hispanic
21447.png,pos,0,Woman,asian
21448.png,neg,1,Woman,latino hispanic
21449.png,pos,0,Woman,black
21450.png,neutral,0,Man,asian
21451.png,pos,0,Woman,white
21452.png,pos,0,Woman,asian
21453.png,neg,1,Man,white
21456.png,pos,0,Man,asian
21459.png,neutral,0,Man,asian
21460.png,pos,1,Man,black
21461.png,pos,0,Man,latino hispanic
21463.png,pos,0,Woman,asian
21464.png,neutral,0,Man,asian
21465.png,neutral,0,Man,asian
21467.png,pos,0,Woman,white
21468.png,pos,0,Woman,white
21469.png,pos,0,Woman,asian
21471.png,pos,0,Woman,white
21472.png,pos,0,Woman,white
21473.png,pos,0,Woman,white
21474.png,neutral,1,Man,latino hispanic
21475.png,pos,0,Woman,asian
21476.png,neutral,1,Man,asian
21477.png,neutral,0,Woman,asian
21479.png,pos,0,Woman,asian
21480.png,pos,1,Man,asian
21482.png,pos,0,Woman,white
21483.png,pos,0,Man,asian
21484.png,pos,1,Woman,white
21486.png,neutral,0,Woman,white
21487.png,pos,1,Woman,white
21488.png,neutral,0,Woman,white
21489.png,neutral,0,Woman,latino hispanic
21490.png,neutral,0,Woman,white
21491.png,pos,1,Man,asian
21492.png,neg,0,Woman,white
21493.png,neutral,1,Woman,asian
21494.png,pos,0,Man,asian
21495.png,pos,0,Man,asian
21496.png,pos,1,Man,asian
21498.png,neutral,0,Woman,asian
21499.png,pos,1,Woman,asian
21501.png,neutral,1,Man,latino hispanic
21502.png,neutral,1,Man,black
21504.png,pos,0,Woman,white
21505.png,neg,1,Man,white
21506.png,pos,1,Woman,white
21507.png,neutral,0,Woman,asian
21509.png,neg,0,Man,asian
21511.png,pos,0,Man,asian
21512.png,neutral,1,Man,asian
21513.png,neutral,0,Man,black
21515.png,pos,1,Woman,white
21516.png,pos,0,Woman,white
21517.png,pos,0,Woman,asian
21520.png,neg,0,Woman,white
21522.png,pos,0,Man,asian
21525.png,neg,0,Man,white
21527.png,pos,0,Man,latino hispanic
21528.png,pos,0,Woman,latino hispanic
21529.png,neutral,1,Woman,white
21530.png,pos,0,Woman,white
21531.png,neutral,1,Man,asian
21532.png,pos,1,Man,latino hispanic
21533.png,neg,0,Man,white
21535.png,neg,0,Man,white
21536.png,pos,1,Woman,latino hispanic
21537.png,neg,0,Woman,asian
21539.png,neutral,0,Man,asian
21541.png,pos,1,Woman,asian
21542.png,pos,0,Man,asian
21544.png,neg,1,Man,latino hispanic
21545.png,pos,1,Woman,white
21546.png,neg,0,Woman,latino hispanic
21547.png,pos,0,Man,latino hispanic
21548.png,neg,1,Man,white
21550.png,neutral,0,Man,asian
21551.png,neutral,0,Woman,asian
21553.png,neutral,0,Woman,asian
21554.png,pos,0,Woman,white
21555.png,pos,0,Woman,white
21556.png,neutral,1,Woman,asian
21557.png,neutral,0,Man,asian
21560.png,neutral,1,Man,latino hispanic
21562.png,neutral,0,Man,asian
21563.png,neutral,1,Woman,white
21564.png,pos,0,Woman,white
21565.png,pos,0,Woman,latino hispanic
21567.png,pos,0,Woman,white
21568.png,pos,0,Man,asian
21569.png,neutral,1,Woman,asian
21570.png,neutral,0,Woman,white
21571.png,pos,0,Man,asian
21572.png,pos,0,Woman,white
21573.png,pos,0,Woman,white
21574.png,neutral,0,Man,latino hispanic
21575.png,pos,0,Man,black
21576.png,pos,0,Man,asian
21579.png,pos,1,Man,latino hispanic
21580.png,neutral,1,Man,latino hispanic
21581.png,pos,1,Woman,white
21582.png,neutral,0,Man,asian
21583.png,pos,0,Man,asian
21584.png,neg,0,Man,asian
21586.png,neutral,0,Woman,white
21588.png,pos,0,Woman,white
21590.png,neg,1,Man,asian
21591.png,neg,1,Man,asian
21592.png,neg,1,Man,latino hispanic
21597.png,pos,0,Man,latino hispanic
21598.png,pos,0,Woman,white
21599.png,pos,0,Woman,asian
21600.png,pos,0,Man,black
21601.png,pos,1,Man,latino hispanic
21602.png,neutral,1,Man,asian
21603.png,neutral,0,Man,black
21604.png,neutral,0,Man,asian
21605.png,neutral,1,Man,latino hispanic
21606.png,pos,0,Man,asian
21607.png,neutral,1,Woman,asian
21608.png,pos,0,Woman,asian
21609.png,pos,0,Woman,white
21610.png,neg,1,Man,asian
21611.png,pos,0,Woman,asian
21614.png,pos,0,Woman,white
21615.png,pos,1,Man,asian
21616.png,pos,0,Woman,white
21619.png,pos,0,Man,asian
21620.png,pos,0,Woman,white
21621.png,pos,0,Woman,asian
21622.png,neg,1,Man,white
21627.png,pos,0,Man,asian
21629.png,neg,0,Man,latino hispanic
21631.png,neutral,0,Woman,white
21633.png,pos,1,Woman,white
21635.png,pos,0,Man,black
21636.png,neg,0,Man,black
21637.png,pos,0,Woman,white
21638.png,pos,0,Woman,asian
21639.png,neg,1,Man,black
21640.png,neg,1,Woman,latino hispanic
21641.png,pos,0,Man,asian
21642.png,pos,0,Man,asian
21643.png,neg,0,Man,asian
21644.png,pos,0,Woman,white
21645.png,pos,0,Woman,white
21646.png,neutral,1,Man,black
21647.png,pos,0,Man,asian
21648.png,neutral,0,Woman,white
21649.png,neutral,0,Woman,asian
21650.png,neutral,0,Man,asian
21651.png,neutral,0,Woman,white
21653.png,neg,0,Man,white
21654.png,pos,1,Woman,asian
21655.png,pos,1,Woman,white
21656.png,pos,0,Man,asian
21658.png,neutral,0,Man,black
21660.png,pos,1,Woman,asian
21661.png,neg,0,Woman,white
21662.png,pos,0,Woman,white
21665.png,neutral,0,Man,asian
21666.png,neutral,0,Man,asian
21668.png,pos,1,Woman,white
21672.png,pos,0,Man,asian
21673.png,neutral,1,Man,latino hispanic
21674.png,pos,0,Woman,black
21676.png,neutral,0,Woman,latino hispanic
21677.png,pos,0,Man,latino hispanic
21679.png,pos,0,Woman,white
21680.png,neutral,0,Woman,white
21681.png,neutral,0,Woman,asian
21683.png,pos,0,Woman,white
21684.png,neutral,0,Woman,asian
21685.png,pos,0,Man,asian
21686.png,neg,1,Man,white
21687.png,neutral,0,Woman,white
21688.png,neutral,0,Man,asian
21689.png,pos,0,Woman,white
21690.png,pos,0,Man,asian
21691.png,neutral,0,Man,asian
21692.png,pos,0,Man,asian
21693.png,neg,0,Man,white
21694.png,neutral,0,Man,asian
21695.png,pos,0,Woman,white
21696.png,pos,1,Woman,latino hispanic
21697.png,neg,0,Man,white
21698.png,neutral,0,Woman,latino hispanic
21699.png,neutral,1,Man,latino hispanic
21700.png,neutral,1,Man,asian
21701.png,pos,1,Woman,latino hispanic
21704.png,neutral,0,Woman,asian
21705.png,pos,0,Man,latino hispanic
21706.png,pos,0,Woman,asian
21707.png,pos,0,Woman,white
21709.png,pos,1,Man,latino hispanic
21710.png,pos,0,Man,asian
21712.png,neg,0,Man,asian
21713.png,pos,0,Woman,white
21714.png,pos,0,Woman,white
21715.png,pos,0,Woman,white
21717.png,neutral,0,Man,asian
21719.png,neutral,0,Woman,asian
21720.png,pos,1,Woman,white
21721.png,pos,1,Man,asian
21722.png,pos,0,Woman,white
21724.png,pos,0,Woman,white
21725.png,pos,1,Man,asian
21728.png,pos,0,Woman,white
21729.png,neutral,0,Man,asian
21732.png,pos,1,Man,asian
21736.png,pos,1,Woman,latino hispanic
21739.png,pos,0,Woman,white
21741.png,pos,0,Woman,white
21746.png,pos,0,Woman,white
21747.png,neutral,0,Man,asian
21751.png,pos,0,Woman,asian
21752.png,neg,1,Man,white
21753.png,neg,0,Woman,asian
21754.png,pos,0,Woman,asian
21756.png,neutral,0,Woman,asian
21758.png,pos,1,Man,black
21759.png,neutral,0,Woman,latino hispanic
21760.png,pos,0,Woman,white
21761.png,pos,0,Woman,black
21762.png,pos,1,Woman,white
21764.png,pos,1,Man,asian
21767.png,neutral,0,Man,asian
21770.png,pos,0,Man,latino hispanic
21772.png,neutral,1,Man,asian
21773.png,neg,1,Woman,white
21775.png,neutral,1,Man,asian
21777.png,pos,1,Man,latino hispanic
21778.png,neg,0,Woman,white
21779.png,neg,1,Man,white
21782.png,pos,1,Man,asian
21786.png,pos,1,Man,asian
21788.png,pos,1,Man,asian
21792.png,neg,1,Man,black
21795.png,neg,0,Man,white
21797.png,pos,0,Man,asian
21798.png,pos,1,Man,asian
21800.png,pos,0,Woman,latino hispanic
21801.png,pos,1,Man,latino hispanic
21803.png,neg,1,Man,white
21805.png,neutral,0,Man,asian
21807.png,neg,0,Man,white
21809.png,pos,1,Man,asian
21810.png,pos,0,Man,latino hispanic
21811.png,pos,0,Man,asian
21817.png,neg,0,Man,white
21818.png,pos,0,Man,asian
21824.png,pos,1,Man,asian
21829.png,neg,0,Man,latino hispanic
21830.png,neg,0,Man,white
21832.png,neutral,1,Man,asian
21836.png,neutral,0,Man,asian
21837.png,neutral,0,Man,black
21838.png,pos,0,Man,asian
21844.png,pos,0,Man,asian
21845.png,neg,0,Man,white
21846.png,neutral,0,Man,latino hispanic
21847.png,pos,0,Woman,black
21848.png,neg,1,Man,asian
21849.png,neutral,0,Woman,latino hispanic
21852.png,pos,0,Man,asian
21853.png,neutral,1,Man,black
21854.png,neutral,0,Man,latino hispanic
21857.png,pos,0,Man,asian
21859.png,pos,0,Man,asian
21860.png,pos,1,Man,black
21864.png,neg,0,Man,black
21866.png,neg,1,Man,asian
21868.png,neutral,0,Man,asian
21872.png,neutral,0,Man,latino hispanic
21873.png,neutral,0,Man,latino hispanic
21875.png,neg,0,Man,white
21877.png,pos,1,Woman,latino hispanic
21880.png,pos,0,Man,latino hispanic
21882.png,pos,0,Woman,black
21883.png,pos,0,Man,asian
21885.png,neg,0,Man,white
21886.png,neutral,0,Man,black
21888.png,neutral,1,Woman,latino hispanic
21890.png,neg,1,Man,white
21892.png,pos,1,Man,black
21893.png,pos,0,Man,latino hispanic
21895.png,neutral,0,Man,asian
21898.png,neutral,0,Man,asian
21899.png,pos,0,Man,asian
21904.png,pos,0,Man,asian
21907.png,pos,1,Man,latino hispanic
21909.png,pos,0,Man,asian
21911.png,neutral,0,Man,black
21912.png,neutral,0,Woman,latino hispanic
21916.png,pos,1,Woman,latino hispanic
21917.png,pos,0,Man,black
21919.png,pos,0,Man,asian
21920.png,pos,0,Man,asian
21925.png,neutral,1,Man,latino hispanic
21926.png,pos,1,Man,asian
21927.png,neutral,0,Man,asian
21929.png,pos,0,Man,asian
21931.png,pos,1,Man,latino hispanic
21935.png,neutral,0,Man,latino hispanic
21936.png,pos,1,Man,latino hispanic
21942.png,neg,0,Man,white
21945.png,neg,0,Man,latino hispanic
21949.png,pos,0,Man,latino hispanic
21953.png,neg,0,Man,white
21954.png,neutral,1,Man,asian
21955.png,neg,1,Man,white
21956.png,neutral,0,Man,asian
21957.png,neutral,1,Man,asian
21958.png,pos,0,Man,asian
21959.png,pos,0,Man,asian
21962.png,neg,0,Woman,asian
21966.png,neg,0,Man,asian
21967.png,neutral,1,Man,asian
21978.png,neutral,0,Man,latino hispanic
21981.png,pos,0,Woman,white
21982.png,pos,1,Man,asian
21983.png,pos,0,Woman,white
21985.png,neutral,0,Woman,white
21986.png,neg,0,Man,white
21990.png,neutral,0,Man,asian
21991.png,pos,0,Man,asian
21994.png,neutral,1,Man,asian
21997.png,pos,1,Man,asian
21999.png,neutral,1,Woman,latino hispanic
22000.png,pos,0,Woman,black
22001.png,pos,0,Man,asian
22003.png,neg,1,Man,asian
22005.png,pos,0,Man,asian
22006.png,neg,0,Man,asian
22008.png,pos,0,Man,asian
22014.png,pos,1,Man,asian
22015.png,pos,0,Man,latino hispanic
22016.png,pos,0,Man,latino hispanic
22019.png,neg,0,Woman,latino hispanic
22021.png,neg,1,Man,latino hispanic
22022.png,pos,1,Man,asian
22024.png,pos,0,Man,latino hispanic
22025.png,pos,0,Man,asian
22026.png,neg,0,Man,white
22031.png,neutral,1,Man,black
22032.png,pos,0,Man,latino hispanic
22033.png,pos,0,Man,asian
22034.png,pos,1,Man,latino hispanic
22035.png,neutral,0,Man,latino hispanic
22047.png,pos,0,Man,latino hispanic
22048.png,neutral,0,Man,asian
22049.png,neg,0,Man,white
22051.png,pos,0,Woman,latino hispanic
22052.png,pos,0,Woman,latino hispanic
22053.png,pos,0,Man,asian
22057.png,neg,1,Man,asian
22058.png,pos,1,Woman,black
22059.png,pos,0,Man,asian
22061.png,neutral,0,Man,latino hispanic
22068.png,pos,1,Man,latino hispanic
22069.png,neg,0,Man,asian
22072.png,pos,1,Woman,latino hispanic
22078.png,pos,0,Woman,latino hispanic
22081.png,neutral,0,Man,black
22082.png,neg,1,Man,white
22085.png,neutral,1,Man,asian
22087.png,neg,1,Man,latino hispanic
22088.png,neutral,1,Man,asian
22089.png,neg,0,Woman,white
22090.png,pos,0,Woman,latino hispanic
22091.png,pos,0,Man,asian
22092.png,pos,0,Woman,latino hispanic
22093.png,neutral,0,Man,asian
22098.png,pos,1,Man,latino hispanic
22100.png,neutral,0,Man,asian
22107.png,neg,1,Man,asian
22108.png,pos,1,Man,asian
22110.png,neg,0,Man,white
22111.png,pos,0,Man,asian
22116.png,pos,0,Man,asian
22117.png,neutral,1,Man,asian
22119.png,pos,0,Man,asian
22127.png,pos,1,Woman,latino hispanic
22131.png,neutral,0,Man,latino hispanic
22132.png,neg,1,Man,white
22134.png,pos,0,Man,latino hispanic
22137.png,pos,0,Man,asian
22139.png,neutral,1,Man,black
22144.png,pos,1,Man,latino hispanic
22145.png,pos,0,Woman,black
22147.png,pos,1,Man,latino hispanic
22149.png,neutral,0,Man,latino hispanic
22151.png,neg,1,Man,latino hispanic
22152.png,pos,0,Man,latino hispanic
22158.png,neg,0,Man,asian
22159.png,neutral,0,Man,asian
22161.png,pos,0,Man,asian
22164.png,neg,0,Man,white
22169.png,neg,0,Woman,white
22173.png,pos,0,Woman,latino hispanic
22175.png,neg,0,Man,white
22179.png,pos,1,Man,asian
22186.png,neg,0,Woman,latino hispanic
22191.png,neutral,0,Man,asian
22192.png,pos,0,Man,asian
22193.png,pos,1,Man,latino hispanic
22198.png,neg,1,Woman,white
22204.png,neutral,1,Man,asian
22206.png,neutral,1,Man,asian
22208.png,pos,1,Man,latino hispanic
22209.png,neg,0,Woman,asian
22210.png,pos,1,Man,black
22214.png,neutral,1,Man,asian
22215.png,pos,0,Man,asian
22216.png,neutral,0,Man,asian
22218.png,pos,1,Man,asian
22219.png,neutral,0,Man,latino hispanic
22220.png,neutral,1,Man,black
22221.png,pos,1,Man,asian
22223.png,pos,0,Man,latino hispanic
22229.png,neutral,0,Man,asian
22231.png,pos,0,Man,asian
22233.png,neg,1,Man,white
22235.png,neg,1,Woman,white
22238.png,neg,0,Man,latino hispanic
22239.png,pos,1,Man,black
22246.png,pos,1,Man,asian
22247.png,pos,1,Man,asian
22248.png,neg,0,Man,asian
22249.png,pos,1,Man,latino hispanic
22253.png,pos,1,Woman,latino hispanic
22254.png,pos,0,Woman,latino hispanic
22255.png,neg,1,Man,white
22257.png,pos,1,Man,asian
22259.png,neg,0,Woman,white
22263.png,pos,1,Man,asian
22266.png,pos,0,Woman,latino hispanic
22267.png,neg,0,Man,white
22269.png,pos,1,Man,black
22272.png,neutral,0,Man,latino hispanic
22276.png,pos,0,Man,asian
22277.png,neutral,1,Man,asian
22279.png,pos,0,Man,asian
22280.png,neutral,0,Man,asian
22281.png,neutral,0,Man,asian
22283.png,pos,1,Man,asian
22285.png,pos,0,Man,asian
22286.png,pos,1,Woman,white
22287.png,pos,0,Man,latino hispanic
22289.png,neg,1,Woman,white
22290.png,pos,0,Woman,white
22291.png,pos,0,Man,asian
22292.png,pos,0,Woman,asian
22293.png,neutral,1,Man,asian
22294.png,neg,1,Man,asian
22295.png,neutral,0,Man,asian
22299.png,neutral,0,Man,latino hispanic
22301.png,pos,1,Man,asian
22302.png,pos,1,Man,black
22305.png,pos,0,Woman,latino hispanic
22311.png,neutral,0,Man,asian
22315.png,pos,0,Woman,asian
22316.png,neg,0,Man,white
22324.png,neutral,0,Man,asian
22325.png,pos,0,Woman,asian
22326.png,pos,0,Woman,asian
22327.png,neg,1,Man,latino hispanic
22329.png,pos,0,Man,asian
22333.png,pos,0,Woman,asian
22334.png,pos,1,Man,asian
22335.png,pos,0,Man,latino hispanic
22339.png,pos,0,Man,asian
22342.png,pos,1,Man,latino hispanic
22345.png,pos,0,Man,latino hispanic
22346.png,pos,1,Man,asian
22347.png,neutral,0,Woman,asian
22348.png,pos,0,Man,latino hispanic
22349.png,neutral,0,Woman,asian
22352.png,pos,1,Man,asian
22356.png,neutral,0,Woman,asian
22357.png,neutral,0,Woman,asian
22360.png,neg,1,Man,asian
22362.png,pos,0,Man,asian
22365.png,neutral,0,Man,asian
22366.png,neg,0,Man,white
22367.png,neutral,0,Woman,asian
22370.png,pos,1,Woman,asian
22372.png,pos,1,Woman,asian
22376.png,neutral,0,Man,asian
22377.png,neutral,0,Woman,asian
22380.png,pos,0,Woman,asian
22382.png,pos,0,Man,black
22384.png,neg,1,Man,white
22385.png,pos,0,Man,asian
22386.png,pos,0,Man,latino hispanic
22388.png,pos,1,Man,latino hispanic
22391.png,neg,0,Woman,white
22393.png,pos,0,Man,asian
22394.png,pos,0,Man,asian
22395.png,pos,0,Woman,asian
22396.png,neg,0,Man,white
22397.png,neg,0,Man,white
22398.png,pos,1,Man,asian
22401.png,pos,1,Man,asian
22405.png,neutral,1,Woman,asian
22409.png,pos,1,Man,black
22412.png,neg,1,Man,white
22414.png,pos,1,Man,asian
22415.png,neg,0,Man,white
22416.png,pos,0,Man,asian
22421.png,neg,0,Man,white
22422.png,pos,1,Man,asian
22423.png,neutral,0,Woman,latino hispanic
22425.png,pos,0,Woman,asian
22427.png,neutral,0,Man,asian
22428.png,pos,0,Man,asian
22429.png,pos,1,Man,asian
22433.png,pos,0,Woman,asian
22435.png,pos,0,Man,asian
22437.png,neutral,0,Man,latino hispanic
22439.png,neg,0,Man,asian
22444.png,pos,0,Woman,latino hispanic
22445.png,pos,0,Woman,latino hispanic
22446.png,pos,1,Man,latino hispanic
22449.png,neutral,0,Woman,asian
22450.png,neutral,0,Man,asian
22451.png,neutral,1,Woman,asian
22455.png,neutral,1,Man,asian
22456.png,pos,0,Man,latino hispanic
22457.png,neg,1,Man,latino hispanic
22458.png,pos,1,Man,latino hispanic
22463.png,pos,0,Man,asian
22464.png,neg,0,Man,white
22468.png,pos,0,Woman,asian
22469.png,neutral,0,Man,asian
22470.png,neutral,0,Man,black
22472.png,pos,0,Man,asian
22473.png,pos,0,Woman,latino hispanic
22475.png,neutral,0,Man,asian
22477.png,pos,0,Man,asian
22478.png,pos,0,Man,asian
22481.png,pos,0,Man,asian
22483.png,neg,0,Man,white
22485.png,pos,0,Man,asian
22486.png,pos,0,Man,black
22487.png,neg,0,Man,white
22489.png,pos,0,Man,asian
22491.png,neg,1,Man,white
22492.png,neutral,1,Man,asian
22494.png,neg,1,Man,white
22495.png,neutral,0,Man,asian
22497.png,neutral,1,Man,asian
22498.png,neg,1,Man,white
22499.png,neg,1,Man,latino hispanic
22501.png,pos,0,Woman,latino hispanic
22503.png,neutral,0,Man,asian
22505.png,pos,0,Woman,asian
22506.png,pos,0,Man,asian
22508.png,pos,0,Man,latino hispanic
22509.png,neutral,1,Man,black
22510.png,pos,1,Man,asian
22511.png,neg,1,Man,asian
22516.png,neg,0,Man,latino hispanic
22520.png,neg,0,Man,asian
22526.png,pos,0,Woman,asian
22528.png,neg,0,Man,white
22529.png,pos,0,Man,latino hispanic
22531.png,pos,1,Man,asian
22539.png,pos,1,Man,asian
22541.png,neg,0,Man,white
22549.png,pos,0,Man,asian
22550.png,neg,1,Man,asian
22554.png,pos,1,Man,asian
22555.png,pos,0,Woman,asian
22560.png,pos,1,Man,asian
22562.png,pos,0,Man,asian
22565.png,pos,1,Woman,asian
22566.png,neg,0,Man,white
22567.png,pos,0,Woman,latino hispanic
22568.png,pos,1,Woman,latino hispanic
22569.png,pos,0,Man,asian
22570.png,pos,0,Man,asian
22571.png,neutral,0,Woman,asian
22573.png,neutral,0,Man,asian
22574.png,pos,0,Woman,asian
22576.png,pos,1,Man,asian
22578.png,neg,0,Man,white
22579.png,pos,0,Man,asian
22580.png,pos,0,Woman,black
22582.png,neutral,1,Man,asian
22591.png,neg,0,Woman,white
22593.png,neg,0,Man,white
22594.png,pos,0,Woman,black
22597.png,neutral,0,Man,black
22600.png,neg,0,Woman,white
22601.png,pos,0,Woman,latino hispanic
22603.png,pos,0,Man,black
22604.png,neutral,0,Man,asian
22607.png,neg,1,Man,white
22608.png,pos,0,Man,asian
22610.png,pos,0,Man,latino hispanic
22613.png,neg,1,Man,white
22614.png,neutral,1,Woman,asian
22621.png,neutral,1,Man,asian
22624.png,pos,0,Man,asian
22626.png,neutral,1,Man,latino hispanic
22629.png,pos,0,Woman,black
22630.png,pos,0,Man,asian
22631.png,pos,0,Woman,asian
22633.png,pos,0,Man,latino hispanic
22636.png,pos,0,Man,asian
22639.png,neg,0,Woman,white
22641.png,pos,0,Man,asian
22642.png,pos,1,Man,asian
22644.png,pos,0,Woman,black
22645.png,pos,0,Man,latino hispanic
22647.png,pos,1,Woman,asian
22648.png,neg,1,Man,latino hispanic
22649.png,pos,0,Man,latino hispanic
22651.png,neutral,0,Man,asian
22655.png,pos,0,Woman,latino hispanic
22656.png,neutral,0,Man,asian
22657.png,pos,1,Man,asian
22660.png,neutral,0,Man,asian
22661.png,pos,1,Man,asian
22665.png,neutral,0,Man,asian
22667.png,neg,0,Man,latino hispanic
22668.png,pos,0,Man,latino hispanic
22669.png,neutral,0,Woman,asian
22670.png,neutral,0,Woman,asian
22672.png,pos,1,Man,latino hispanic
22674.png,pos,0,Man,asian
22675.png,neg,0,Man,latino hispanic
22680.png,pos,0,Man,asian
22681.png,pos,0,Man,latino hispanic
22683.png,neg,0,Man,white
22689.png,pos,0,Woman,asian
22692.png,neutral,0,Man,latino hispanic
22693.png,pos,1,Man,latino hispanic
22696.png,pos,0,Woman,asian
22697.png,pos,0,Man,asian
22700.png,neg,1,Man,black
22704.png,neg,1,Man,white
22705.png,pos,1,Man,latino hispanic
22708.png,neutral,0,Woman,asian
22709.png,neg,0,Man,white
22711.png,neutral,0,Man,latino hispanic
22713.png,pos,0,Man,latino hispanic
22714.png,neutral,0,Woman,asian
22717.png,neutral,1,Man,black
22719.png,pos,0,Man,latino hispanic
22722.png,pos,0,Man,asian
22723.png,neutral,0,Woman,asian
