Name,FacialExp
36485,happy
36486,happy
36487,happy
36488,angry
36489,happy
36490,happy
36491,happy
36492,happy
36493,neutral
36494,neutral
36495,sad
36496,happy
36497,happy
36498,neutral
36499,happy
36500,happy
36501,neutral
36502,neutral
36503,neutral
36504,happy
36505,happy
36506,happy
36507,angry
36508,neutral
36509,happy
36510,happy
36511,neutral
36512,happy
36513,neutral
36514,happy
36515,happy
36516,happy
36517,happy
36518,happy
36519,angry
36520,surprise
36521,neutral
36522,neutral
36523,happy
36524,neutral
36525,happy
36526,happy
36527,happy
36528,happy
36529,angry
36530,neutral
36531,happy
36532,happy
36533,happy
36534,happy
36535,happy
36536,happy
36537,happy
36538,happy
36539,happy
36540,happy
36541,neutral
36542,happy
36543,happy
36544,happy
36545,neutral
36546,sad
36547,happy
36548,neutral
36549,neutral
36550,happy
36551,neutral
36552,happy
36553,neutral
36554,happy
36555,happy
36556,happy
36557,happy
36558,angry
36559,happy
36560,happy
36561,sad
36562,neutral
36563,happy
36564,neutral
36565,happy
36566,happy
36567,happy
36568,happy
36569,neutral
36570,neutral
36571,happy
36572,happy
36573,happy
36574,surprise
36575,sad
36576,happy
36577,neutral
36578,happy
36579,happy
36580,happy
36581,happy
36582,happy
36583,angry
36584,surprise
36585,happy
36586,happy
36587,happy
36588,angry
36589,happy
36590,happy
36591,happy
36592,neutral
36593,happy
36594,neutral
36595,sad
36596,sad
36597,happy
36598,surprise
36599,neutral
36600,happy
36601,happy
36602,happy
36603,happy
36604,neutral
36605,angry
36606,happy
36607,happy
36608,happy
36609,angry
36610,angry
36611,angry
36612,neutral
36613,happy
36614,happy
36615,happy
36616,happy
36617,neutral
36618,happy
36619,happy
36620,happy
36621,happy
36622,happy
36623,happy
36624,happy
36625,happy
36626,neutral
36627,happy
36628,happy
36629,happy
36630,happy
36631,neutral
36632,neutral
36633,neutral
36634,happy
36635,neutral
36636,neutral
36637,neutral
36638,happy
36639,neutral
36640,neutral
36641,happy
36642,neutral
36643,happy
36644,neutral
36645,happy
36646,surprise
36647,neutral
36648,happy
36649,happy
36650,sad
36651,happy
36652,happy
36653,happy
36654,happy
36655,neutral
36656,happy
36657,neutral
36658,happy
36659,happy
36660,neutral
36661,happy
36662,happy
36663,neutral
36664,happy
36665,happy
36666,happy
36667,neutral
36668,happy
36669,happy
36670,happy
36671,happy
36672,neutral
36673,surprise
36674,happy
36675,happy
36676,happy
36677,neutral
36678,happy
36679,happy
36680,happy
36681,fear
36682,neutral
36683,happy
36684,happy
36685,happy
36686,neutral
36687,happy
36688,neutral
36689,happy
36690,angry
36691,happy
36692,happy
36693,happy
36694,neutral
36695,happy
36696,happy
36697,happy
36698,happy
36699,angry
36700,happy
36701,angry
36702,neutral
36703,happy
36704,neutral
36705,happy
36706,happy
36707,happy
36708,neutral
36709,happy
36710,happy
36711,happy
36712,happy
36713,happy
36714,happy
36715,happy
36716,neutral
36717,surprise
36718,happy
36719,neutral
36720,happy
36721,happy
36722,neutral
36723,surprise
36724,neutral
36725,neutral
36726,happy
36727,happy
36728,neutral
36729,neutral
36730,happy
36731,happy
36732,happy
36733,neutral
36734,neutral
36735,happy
36736,happy
36737,happy
36738,neutral
36739,happy
36740,happy
36741,happy
36742,happy
36743,neutral
36744,happy
36745,happy
36746,happy
36747,happy
36748,neutral
36749,neutral
36750,happy
36751,happy
36752,happy
36753,happy
36754,happy
36755,happy
36756,happy
36757,sad
36758,neutral
36759,happy
36760,happy
36761,neutral
36762,happy
36763,happy
36764,happy
36765,neutral
36766,neutral
36767,happy
36768,neutral
36769,happy
36770,angry
36771,neutral
36772,happy
36773,surprise
36774,happy
36775,neutral
36776,happy
36777,happy
36778,happy
36779,happy
36780,happy
36781,happy
36782,happy
36783,angry
36784,happy
36785,happy
36786,surprise
36787,neutral
36788,happy
36789,neutral
36790,happy
36791,happy
36792,happy
36793,happy
36794,happy
36795,neutral
36796,angry
36797,happy
36798,neutral
36799,angry
36800,happy
36801,neutral
36802,happy
36803,happy
36804,neutral
36805,neutral
36806,happy
36807,neutral
36808,happy
36809,neutral
36810,happy
36811,happy
36812,neutral
36813,neutral
36814,happy
36815,happy
36816,happy
36817,neutral
36818,neutral
36819,happy
36820,angry
36821,happy
36822,happy
36823,surprise
36824,neutral
36825,neutral
36826,neutral
36827,happy
36828,neutral
36829,happy
36830,happy
36831,surprise
36832,neutral
36833,happy
36834,sad
36835,neutral
36836,happy
36837,neutral
36838,happy
36839,happy
36840,neutral
36841,happy
36842,happy
36843,happy
36844,happy
36845,happy
36846,happy
36847,neutral
36848,neutral
36849,happy
36850,neutral
36851,happy
36852,happy
36853,happy
36854,happy
36855,happy
36856,happy
36857,happy
36858,neutral
36859,neutral
36860,happy
36861,neutral
36862,happy
36863,neutral
36864,neutral
36865,happy
36866,happy
36867,happy
36868,happy
36869,happy
36870,happy
36871,neutral
36872,angry
36873,happy
36874,happy
36875,happy
36876,happy
36877,neutral
36878,happy
36879,angry
36880,happy
36881,happy
36882,neutral
36883,happy
36884,sad
36885,happy
36886,happy
36887,happy
36888,happy
36889,neutral
36890,neutral
36891,neutral
36892,happy
36893,happy
36894,angry
36895,neutral
36896,happy
36897,neutral
36898,fear
36899,angry
36900,happy
36901,happy
36902,happy
36903,sad
36904,neutral
36905,happy
36906,happy
36907,happy
36908,neutral
36909,neutral
36910,angry
36911,angry
36912,happy
36913,neutral
36914,neutral
36915,happy
36916,neutral
36917,happy
36918,happy
36919,angry
36920,angry
36921,happy
36922,happy
36923,happy
36924,neutral
36925,neutral
36926,happy
36927,happy
36928,neutral
36929,happy
36930,angry
36931,happy
36932,happy
36933,happy
36934,neutral
36935,sad
36936,angry
36937,happy
36938,happy
36939,happy
36940,happy
36941,happy
36942,neutral
36943,happy
36944,neutral
36945,neutral
36946,happy
36947,neutral
36948,happy
36949,happy
36950,neutral
36951,happy
36952,neutral
36953,happy
36954,happy
36955,neutral
36956,happy
36957,neutral
36958,happy
36959,neutral
36960,happy
36961,surprise
36962,happy
36963,happy
36964,happy
36965,surprise
36966,happy
36967,happy
36968,sad
36969,neutral
36970,neutral
36971,happy
36972,happy
36973,neutral
36974,happy
36975,happy
36976,surprise
36977,neutral
36978,happy
36979,happy
36980,happy
36981,happy
36982,happy
36983,happy
36984,happy
36985,neutral
36986,neutral
36987,happy
36988,happy
36989,happy
36990,happy
36991,happy
36992,sad
36993,neutral
36994,happy
36995,neutral
36996,happy
36997,happy
36998,happy
36999,happy
37000,neutral
37001,happy
37002,happy
37003,happy
37004,neutral
37005,happy
37006,happy
37007,neutral
37008,neutral
37009,happy
37010,neutral
37011,happy
37012,happy
37013,happy
37014,neutral
37015,surprise
37016,happy
37017,happy
37018,happy
37019,happy
37020,happy
37021,happy
37022,happy
37023,happy
37024,happy
37025,angry
37026,happy
37027,happy
37028,happy
37029,happy
37030,sad
37031,happy
37032,neutral
37033,angry
37034,happy
37035,angry
37036,neutral
37037,happy
37038,angry
37039,angry
37040,neutral
37041,happy
37042,happy
37043,happy
37044,happy
37045,neutral
37046,neutral
37047,neutral
37048,happy
37049,angry
37050,surprise
37051,happy
37052,happy
37053,neutral
37054,happy
37055,neutral
37056,happy
37057,happy
37058,neutral
37059,happy
37060,happy
37061,neutral
37062,surprise
37063,happy
37064,surprise
37065,neutral
37066,neutral
37067,happy
37068,neutral
37069,happy
37070,neutral
37071,happy
37072,happy
37073,happy
37074,happy
37075,neutral
37076,neutral
37077,happy
37078,neutral
37079,sad
37080,neutral
37081,surprise
37082,happy
37083,neutral
37084,happy
37085,neutral
37086,happy
37087,happy
37088,happy
37089,happy
37090,neutral
37091,happy
37092,happy
37093,neutral
37094,neutral
37095,happy
37096,happy
37097,happy
37098,neutral
37099,happy
37100,happy
37101,neutral
37102,happy
37103,happy
37104,happy
37105,neutral
37106,happy
37107,happy
37108,neutral
37109,happy
37110,neutral
37111,angry
37112,happy
37113,neutral
37114,happy
37115,happy
37116,happy
37117,happy
37118,happy
37119,angry
37120,happy
37121,neutral
37122,happy
37123,happy
37124,happy
37125,neutral
37126,happy
37127,neutral
37128,angry
37129,fear
37130,happy
37131,neutral
37132,sad
37133,happy
37134,neutral
37135,happy
37136,neutral
37137,sad
37138,happy
37139,happy
37140,surprise
37141,happy
37142,angry
37143,happy
37144,neutral
37145,sad
37146,happy
37147,happy
37148,neutral
37149,happy
37150,happy
37151,happy
37152,happy
37153,neutral
37154,happy
37155,neutral
37156,happy
37157,neutral
37158,happy
37159,happy
37160,happy
37161,happy
37162,neutral
37163,happy
37164,happy
37165,angry
37166,happy
37167,neutral
37168,happy
37169,happy
37170,happy
37171,happy
37172,happy
37173,angry
37174,happy
37175,happy
37176,happy
37177,happy
37178,happy
37179,neutral
37180,neutral
37181,happy
37182,sad
37183,happy
37184,happy
37185,happy
37186,happy
37187,happy
37188,neutral
37189,neutral
37190,neutral
37191,happy
37192,neutral
37193,happy
37194,happy
37195,happy
37196,happy
37197,happy
37198,happy
37199,neutral
37200,happy
37201,neutral
37202,sad
37203,happy
37204,happy
37205,happy
37206,happy
37207,happy
37208,happy
37209,happy
37210,neutral
37211,happy
37212,happy
37213,happy
37214,happy
37215,happy
37216,happy
37217,happy
37218,neutral
37219,happy
37220,happy
37221,happy
37222,happy
37223,neutral
37224,happy
37225,sad
37226,happy
37227,happy
37228,surprise
37229,happy
37230,neutral
37231,happy
37232,surprise
37233,happy
37234,happy
37235,angry
37236,neutral
37237,angry
37238,neutral
37239,happy
37240,angry
37241,neutral
37242,happy
37243,neutral
37244,neutral
37245,happy
37246,neutral
37247,happy
37248,neutral
37249,neutral
37250,sad
37251,happy
37252,sad
37253,happy
37254,happy
37255,happy
37256,neutral
37257,happy
37258,happy
37259,neutral
37260,happy
37261,happy
37262,neutral
37263,neutral
37264,happy
37265,happy
37266,neutral
37267,happy
37268,happy
37269,happy
37270,happy
37271,happy
37272,happy
37273,happy
37274,angry
37275,happy
37276,happy
37277,happy
37278,happy
37279,happy
37280,happy
37281,happy
37282,neutral
37283,neutral
37284,happy
37285,neutral
37286,happy
37287,happy
37288,happy
37289,happy
37290,surprise
37291,neutral
37292,neutral
37293,happy
37294,happy
37295,happy
37296,happy
37297,happy
37298,happy
37299,happy
37300,angry
37301,happy
37302,happy
37303,happy
37304,happy
37305,neutral
37306,happy
37307,happy
37308,happy
37309,happy
37310,happy
37311,happy
37312,happy
37313,happy
37314,neutral
37315,happy
37316,happy
37317,happy
37318,happy
37319,surprise
37320,neutral
37321,angry
37322,neutral
37323,happy
37324,neutral
37325,angry
37326,neutral
37327,neutral
37328,happy
37329,happy
37330,happy
37331,happy
37332,happy
37333,neutral
37334,happy
37335,happy
37336,happy
37337,neutral
37338,neutral
37339,happy
37340,neutral
37341,happy
37342,neutral
37343,happy
37344,happy
37345,happy
37346,angry
37347,neutral
37348,happy
37349,surprise
37350,happy
37351,happy
37352,happy
37353,happy
37354,happy
37355,happy
37356,neutral
37357,happy
37358,happy
37359,neutral
37360,neutral
37361,happy
37362,happy
37363,neutral
37364,happy
37365,surprise
37366,happy
37367,neutral
37368,happy
37369,neutral
37370,sad
37371,happy
37372,happy
37373,happy
37374,happy
37375,happy
37376,happy
37377,happy
37378,happy
37379,angry
37380,happy
37381,angry
37382,fear
37383,neutral
37384,neutral
37385,happy
37386,neutral
37387,happy
37388,neutral
37389,happy
37390,neutral
37391,happy
37392,neutral
37393,sad
37394,angry
37395,happy
37396,happy
37397,happy
37398,happy
37399,happy
37400,happy
37401,happy
37402,happy
37403,neutral
37404,happy
37405,happy
37406,happy
37407,happy
37408,happy
37409,happy
37410,happy
37411,neutral
37412,happy
37413,happy
37414,happy
37415,happy
37416,angry
37417,neutral
37418,happy
37419,happy
37420,happy
37421,happy
37422,happy
37423,happy
37424,happy
37425,happy
37426,happy
37427,fear
37428,neutral
37429,happy
37430,angry
37431,fear
37432,happy
37433,happy
37434,happy
37435,neutral
37436,happy
37437,surprise
37438,neutral
37439,happy
37440,happy
37441,sad
37442,neutral
37443,angry
37444,happy
37445,happy
37446,happy
37447,happy
37448,happy
37449,happy
37450,happy
37451,neutral
37452,happy
37453,neutral
37454,happy
37455,happy
37456,happy
37457,happy
37458,happy
37459,happy
37460,neutral
37461,neutral
37462,happy
37463,happy
37464,happy
37465,sad
37466,happy
37467,neutral
37468,happy
37469,neutral
37470,happy
37471,happy
37472,happy
37473,neutral
37474,happy
37475,happy
37476,neutral
37477,happy
37478,happy
37479,neutral
37480,happy
37481,angry
37482,neutral
37483,surprise
37484,happy
37485,happy
37486,neutral
37487,neutral
37488,happy
37489,happy
37490,happy
37491,happy
37492,happy
37493,surprise
37494,happy
37495,angry
37496,happy
37497,happy
37498,surprise
37499,happy
37500,angry
37501,happy
37502,neutral
37503,happy
37504,happy
37505,happy
37506,happy
37507,happy
37508,neutral
37509,fear
37510,neutral
37511,happy
37512,neutral
37513,happy
37514,happy
37515,happy
37516,happy
37517,happy
37518,happy
37519,happy
37520,neutral
37521,happy
37522,fear
37523,neutral
37524,happy
37525,happy
37526,neutral
37527,neutral
37528,happy
37529,happy
37530,neutral
37531,happy
37532,neutral
37533,happy
37534,happy
37535,happy
37536,happy
37537,happy
37538,happy
37539,happy
37540,happy
37541,happy
37542,angry
37543,happy
37544,happy
37545,happy
37546,happy
37547,angry
37548,happy
37549,neutral
37550,neutral
37551,happy
37552,happy
37553,happy
37554,happy
37555,happy
37556,happy
37557,happy
37558,neutral
37559,happy
37560,happy
37561,happy
37562,happy
37563,neutral
37564,happy
37565,happy
37566,neutral
37567,neutral
37568,angry
37569,happy
37570,happy
37571,happy
37572,happy
37573,happy
37574,happy
37575,happy
37576,happy
37577,happy
37578,happy
37579,happy
37580,neutral
37581,happy
37582,happy
37583,neutral
37584,neutral
37585,happy
37586,neutral
37587,neutral
37588,happy
37589,happy
37590,surprise
37591,happy
37592,happy
37593,happy
37594,happy
37595,neutral
37596,neutral
37597,happy
37598,surprise
37599,angry
37600,angry
37601,neutral
37602,happy
37603,neutral
37604,happy
37605,happy
37606,neutral
37607,happy
37608,happy
37609,happy
37610,happy
37611,happy
37612,neutral
37613,happy
37614,happy
37615,happy
37616,happy
37617,neutral
37618,happy
37619,neutral
37620,happy
37621,happy
37622,happy
37623,neutral
37624,neutral
37625,angry
37626,neutral
37627,neutral
37628,happy
37629,neutral
37630,happy
37631,happy
37632,angry
37633,happy
37634,fear
37635,neutral
37636,neutral
37637,sad
37638,happy
37639,happy
37640,happy
37641,happy
37642,sad
37643,happy
37644,happy
37645,neutral
37646,neutral
37647,neutral
37648,neutral
37649,happy
37650,happy
37651,happy
37652,happy
37653,sad
37654,happy
37655,neutral
37656,happy
37657,neutral
37658,angry
37659,happy
37660,neutral
37661,happy
37662,happy
37663,happy
37664,happy
37665,sad
37666,happy
37667,happy
37668,happy
37669,happy
37670,happy
37671,neutral
37672,angry
37673,neutral
37674,happy
37675,happy
37676,surprise
37677,angry
37678,happy
37679,happy
37680,happy
37681,happy
37682,happy
37683,neutral
37684,neutral
37685,happy
37686,happy
37687,neutral
37688,neutral
37689,happy
37690,neutral
37691,happy
37692,happy
37693,happy
37694,happy
37695,happy
37696,happy
37697,neutral
37698,happy
37699,happy
37700,angry
37701,happy
37702,happy
37703,happy
37704,happy
37705,happy
37706,happy
37707,happy
37708,happy
37709,happy
37710,happy
37711,neutral
37712,happy
37713,happy
37714,neutral
37715,happy
37716,happy
37717,neutral
37718,happy
37719,neutral
37720,neutral
37721,happy
37722,happy
37723,happy
37724,happy
37725,happy
37726,neutral
37727,neutral
37728,happy
37729,happy
37730,happy
37731,happy
37732,happy
37733,neutral
37734,happy
37735,happy
37736,neutral
37737,happy
37738,happy
37739,happy
37740,happy
37741,neutral
37742,happy
37743,happy
37744,happy
37745,happy
37746,neutral
37747,neutral
37748,neutral
37749,neutral
37750,happy
37751,happy
37752,happy
37753,happy
37754,happy
37755,neutral
37756,neutral
37757,happy
37758,neutral
37759,neutral
37760,neutral
37761,happy
37762,sad
37763,happy
37764,happy
37765,neutral
37766,neutral
37767,neutral
37768,happy
37769,neutral
37770,neutral
37771,happy
37772,happy
37773,happy
37774,neutral
37775,happy
37776,happy
37777,happy
37778,neutral
37779,neutral
37780,happy
37781,happy
37782,neutral
37783,happy
37784,happy
37785,happy
37786,happy
37787,sad
37788,neutral
37789,happy
37790,happy
37791,happy
37792,happy
37793,neutral
37794,happy
37795,happy
37796,happy
37797,happy
37798,happy
37799,neutral
37800,happy
37801,happy
37802,happy
37803,happy
37804,happy
37805,happy
37806,neutral
37807,happy
37808,neutral
37809,fear
37810,happy
37811,happy
37812,sad
37813,happy
37814,happy
37815,sad
37816,happy
37817,neutral
37818,happy
37819,happy
37820,happy
37821,happy
37822,happy
37823,angry
37824,happy
37825,happy
37826,happy
37827,neutral
37828,neutral
37829,happy
37830,happy
37831,happy
37832,neutral
37833,happy
37834,happy
37835,happy
37836,happy
37837,happy
37838,neutral
37839,happy
37840,sad
37841,happy
37842,happy
37843,happy
37844,sad
37845,happy
37846,happy
37847,happy
37848,happy
37849,neutral
37850,angry
37851,happy
37852,neutral
37853,happy
37854,happy
37855,happy
37856,happy
37857,happy
37858,happy
37859,happy
37860,happy
37861,happy
37862,neutral
37863,happy
37864,neutral
37865,neutral
37866,happy
37867,neutral
37868,happy
37869,happy
37870,neutral
37871,neutral
37872,surprise
37873,happy
37874,neutral
37875,happy
37876,neutral
37877,happy
37878,happy
37879,happy
37880,happy
37881,happy
37882,happy
37883,sad
37884,happy
37885,happy
37886,happy
37887,happy
37888,angry
37889,angry
37890,neutral
37891,happy
37892,happy
37893,happy
37894,happy
37895,happy
37896,happy
37897,happy
37898,happy
37899,happy
37900,happy
37901,happy
37902,neutral
37903,neutral
37904,happy
37905,happy
37906,happy
37907,happy
37908,happy
37909,happy
37910,happy
37911,happy
37912,happy
37913,angry
37914,happy
37915,happy
37916,happy
37917,happy
37918,happy
37919,happy
37920,neutral
37921,happy
37922,happy
37923,happy
37924,happy
37925,happy
37926,happy
37927,happy
37928,happy
37929,neutral
37930,angry
37931,sad
37932,happy
37933,fear
37934,happy
37935,happy
37936,happy
37937,happy
37938,neutral
37939,neutral
37940,happy
37941,happy
37942,happy
37943,angry
37944,happy
37945,neutral
37946,happy
37947,happy
37948,happy
37949,neutral
37950,happy
37951,happy
37952,happy
37953,happy
37954,happy
37955,sad
37956,neutral
37957,happy
37958,happy
37959,happy
37960,fear
37961,happy
37962,happy
37963,happy
37964,angry
37965,neutral
37966,neutral
37967,happy
37968,happy
37969,happy
37970,happy
37971,happy
37972,happy
37973,neutral
37974,sad
37975,happy
37976,happy
37977,angry
37978,happy
37979,neutral
37980,neutral
37981,angry
37982,happy
37983,happy
37984,happy
37985,neutral
37986,happy
37987,neutral
37988,happy
37989,neutral
37990,happy
37991,happy
37992,neutral
37993,neutral
37994,happy
37995,happy
37996,happy
37997,happy
37998,happy
37999,happy
38000,angry
38001,angry
38002,happy
38003,happy
38004,neutral
38005,happy
38006,happy
38007,angry
38008,happy
38009,neutral
38010,surprise
38011,neutral
38012,happy
38013,neutral
38014,neutral
38015,happy
38016,happy
38017,angry
38018,happy
38019,happy
38020,happy
38021,happy
38022,neutral
38023,happy
38024,fear
38025,angry
38026,happy
38027,happy
38028,happy
38029,happy
38030,neutral
38031,happy
38032,angry
38033,neutral
38034,happy
38035,happy
38036,happy
38037,happy
38038,happy
38039,neutral
38040,happy
38041,happy
38042,happy
38043,neutral
38044,happy
38045,neutral
38046,happy
38047,happy
38048,happy
38049,angry
38050,happy
38051,surprise
38052,angry
38053,neutral
38054,angry
38055,sad
38056,happy
38057,happy
38058,neutral
38059,neutral
38060,happy
38061,neutral
38062,happy
38063,happy
38064,sad
38065,happy
38066,neutral
38067,surprise
38068,happy
38069,happy
38070,happy
38071,happy
38072,happy
38073,happy
38074,neutral
38075,neutral
38076,neutral
38077,happy
38078,happy
38079,happy
38080,happy
38081,happy
38082,neutral
38083,happy
38084,surprise
38085,happy
38086,angry
38087,neutral
38088,neutral
38089,happy
38090,happy
38091,neutral
38092,neutral
38093,neutral
38094,neutral
38095,neutral
38096,sad
38097,happy
38098,neutral
38099,sad
38100,happy
38101,happy
38102,happy
38103,happy
38104,happy
38105,happy
38106,happy
38107,happy
38108,happy
38109,happy
38110,happy
38111,neutral
38112,neutral
38113,neutral
38114,neutral
38115,neutral
38116,happy
38117,happy
38118,happy
38119,happy
38120,neutral
38121,angry
38122,happy
38123,happy
38124,happy
38125,neutral
38126,neutral
38127,happy
38128,neutral
38129,happy
38130,neutral
38131,angry
38132,happy
38133,angry
38134,happy
38135,happy
38136,happy
38137,happy
38138,sad
38139,sad
38140,neutral
38141,happy
38142,happy
38143,neutral
38144,sad
38145,happy
38146,happy
38147,sad
38148,angry
38149,happy
38150,fear
38151,neutral
38152,happy
38153,neutral
38154,happy
38155,happy
38156,happy
38157,happy
38158,happy
38159,neutral
38160,angry
38161,neutral
38162,neutral
38163,neutral
38164,neutral
38165,neutral
38166,happy
38167,happy
38168,sad
38169,happy
38170,neutral
38171,happy
38172,neutral
38173,neutral
38174,surprise
38175,neutral
38176,angry
38177,happy
38178,happy
38179,happy
38180,neutral
38181,neutral
38182,happy
38183,neutral
38184,angry
38185,angry
38186,happy
38187,happy
38188,happy
38189,happy
38190,happy
38191,happy
38192,happy
38193,happy
38194,happy
38195,sad
38196,angry
38197,happy
38198,neutral
38199,neutral
38200,happy
38201,angry
38202,neutral
38203,neutral
38204,happy
38205,happy
38206,sad
38207,happy
38208,happy
38209,neutral
38210,neutral
38211,neutral
38212,happy
38213,happy
38214,happy
38215,happy
38216,neutral
38217,happy
38218,neutral
38219,happy
38220,neutral
38221,neutral
38222,neutral
38223,happy
38224,happy
38225,happy
38226,happy
38227,neutral
38228,happy
38229,happy
38230,happy
38231,angry
38232,happy
38233,happy
38234,happy
38235,neutral
38236,sad
38237,happy
38238,sad
38239,fear
38240,happy
38241,angry
38242,happy
38243,happy
38244,neutral
38245,neutral
38246,happy
38247,happy
38248,happy
38249,happy
38250,neutral
38251,happy
38252,neutral
38253,happy
38254,happy
38255,angry
38256,happy
38257,angry
38258,happy
38259,happy
38260,happy
38261,happy
38262,happy
38263,happy
38264,happy
38265,neutral
38266,surprise
38267,neutral
38268,happy
38269,happy
38270,neutral
38271,neutral
38272,happy
38273,neutral
38274,happy
38275,happy
38276,happy
38277,neutral
38278,happy
38279,angry
38280,happy
38281,happy
38282,happy
38283,neutral
38284,angry
38285,happy
38286,happy
38287,neutral
38288,happy
38289,happy
38290,neutral
38291,happy
38292,neutral
38293,neutral
38294,neutral
38295,angry
38296,happy
38297,happy
38298,neutral
38299,happy
38300,happy
38301,angry
38302,neutral
38303,happy
38304,happy
38305,neutral
38306,neutral
38307,happy
38308,angry
38309,happy
38310,neutral
38311,happy
38312,angry
38313,sad
38314,neutral
38315,neutral
38316,happy
38317,neutral
38318,sad
38319,happy
38320,happy
38321,happy
38322,happy
38323,happy
38324,happy
38325,happy
38326,happy
38327,angry
38328,angry
38329,neutral
38330,neutral
38331,happy
38332,happy
38333,happy
38334,neutral
38335,neutral
38336,neutral
38337,neutral
38338,happy
38339,happy
38340,neutral
38341,neutral
38342,neutral
38343,happy
38344,sad
38345,neutral
38346,happy
38347,happy
38348,happy
38349,happy
38350,happy
38351,happy
38352,happy
38353,neutral
38354,neutral
38355,neutral
38356,happy
38357,happy
38358,happy
38359,happy
38360,neutral
38361,happy
38362,happy
38363,happy
38364,sad
38365,happy
38366,happy
38367,sad
38368,neutral
38369,happy
38370,happy
38371,neutral
38372,happy
38373,happy
38374,neutral
38375,happy
38376,happy
38377,happy
38378,happy
38379,neutral
38380,happy
38381,neutral
38382,neutral
38383,happy
38384,happy
38385,happy
38386,happy
38387,happy
38388,neutral
38389,neutral
38390,happy
38391,happy
38392,happy
38393,happy
38394,neutral
38395,neutral
38396,neutral
38397,happy
38398,neutral
38399,happy
38400,happy
38401,happy
38402,happy
38403,neutral
38404,happy
38405,neutral
38406,happy
38407,happy
38408,happy
38409,happy
38410,happy
38411,happy
38412,fear
38413,happy
38414,neutral
38415,happy
38416,neutral
38417,neutral
38418,happy
38419,angry
38420,happy
38421,sad
38422,angry
38423,happy
38424,happy
38425,happy
38426,happy
38427,happy
38428,happy
38429,happy
38430,neutral
38431,neutral
38432,happy
38433,neutral
38434,happy
38435,happy
38436,happy
38437,neutral
38438,happy
38439,happy
38440,happy
38441,neutral
38442,happy
38443,happy
38444,happy
38445,neutral
38446,happy
38447,angry
38448,happy
38449,happy
38450,angry
38451,happy
38452,happy
38453,happy
38454,happy
38455,neutral
38456,happy
38457,happy
38458,neutral
38459,happy
38460,happy
38461,neutral
38462,happy
38463,happy
38464,happy
38465,happy
38466,happy
38467,happy
38468,happy
38469,happy
38470,neutral
38471,neutral
38472,happy
38473,angry
38474,neutral
38475,happy
38476,neutral
38477,happy
38478,happy
38479,happy
38480,happy
38481,happy
38482,happy
38483,happy
38484,happy
38485,happy
38486,happy
38487,happy
38488,happy
38489,neutral
38490,happy
38491,neutral
38492,angry
38493,happy
38494,happy
38495,happy
38496,neutral
38497,happy
38498,happy
38499,neutral
38500,happy
38501,happy
38502,happy
38503,neutral
38504,happy
38505,happy
38506,sad
38507,neutral
38508,neutral
38509,happy
38510,sad
38511,neutral
38512,happy
38513,neutral
38514,happy
38515,happy
38516,happy
38517,happy
38518,neutral
38519,neutral
38520,happy
38521,happy
38522,happy
38523,neutral
38524,happy
38525,happy
38526,happy
38527,happy
38528,neutral
38529,neutral
38530,neutral
38531,happy
38532,happy
38533,happy
38534,happy
38535,happy
38536,neutral
38537,happy
38538,happy
38539,angry
38540,happy
38541,neutral
38542,neutral
38543,happy
38544,happy
38545,fear
38546,happy
38547,happy
38548,neutral
38549,happy
38550,happy
38551,neutral
38552,happy
38553,happy
38554,neutral
38555,angry
38556,neutral
38557,sad
38558,neutral
38559,happy
38560,happy
38561,happy
38562,happy
38563,neutral
38564,happy
38565,happy
38566,happy
38567,happy
38568,happy
38569,happy
38570,happy
38571,happy
38572,happy
38573,happy
38574,happy
38575,surprise
38576,neutral
38577,neutral
38578,neutral
38579,angry
38580,happy
38581,neutral
38582,happy
38583,happy
38584,happy
38585,happy
38586,happy
38587,happy
38588,neutral
38589,happy
38590,happy
38591,happy
38592,sad
38593,neutral
38594,neutral
38595,happy
38596,neutral
38597,happy
38598,happy
38599,neutral
38600,neutral
38601,happy
38602,sad
38603,neutral
38604,neutral
38605,happy
38606,happy
38607,happy
38608,happy
38609,happy
38610,happy
38611,happy
38612,happy
38613,happy
38614,neutral
38615,neutral
38616,neutral
38617,happy
38618,happy
38619,happy
38620,happy
38621,neutral
38622,surprise
38623,happy
38624,happy
38625,neutral
38626,sad
38627,happy
38628,happy
38629,happy
38630,happy
38631,neutral
38632,neutral
38633,angry
38634,happy
38635,happy
38636,happy
38637,happy
38638,happy
38639,neutral
38640,neutral
38641,happy
38642,surprise
38643,happy
38644,happy
38645,happy
38646,happy
38647,neutral
38648,sad
38649,happy
38650,neutral
38651,happy
38652,neutral
38653,happy
38654,happy
38655,happy
38656,happy
38657,angry
38658,neutral
38659,neutral
38660,happy
38661,happy
38662,happy
38663,happy
38664,happy
38665,happy
38666,happy
38667,angry
38668,happy
38669,happy
38670,happy
38671,happy
38672,happy
38673,happy
38674,happy
38675,happy
38676,sad
38677,happy
38678,happy
38679,neutral
38680,happy
38681,happy
38682,happy
38683,neutral
38684,happy
38685,fear
38686,happy
38687,happy
38688,happy
38689,happy
38690,happy
38691,neutral
38692,angry
38693,happy
38694,happy
38695,happy
38696,happy
38697,happy
38698,happy
38699,happy
38700,angry
38701,neutral
38702,neutral
38703,happy
38704,happy
38705,happy
38706,happy
38707,fear
38708,sad
38709,happy
38710,neutral
38711,happy
38712,happy
